Nome,Tipo,Habilidades,Geração
Stunfisk,"Elétrico, Terrestre","Raio Veloz, Investida de Pedra",Quinta
Mienfoo,"Lutador","Soco Dinâmico, Investida",Quinta
Mienshao,"Lutador","Soco Dinâmico, Investida",Quinta
Druddigon,"Dragão","Garra Dragônica, Investida de Pedra",Quinta
Golett,"Terrestre, Fantasma","Investida de Pedra, Bola Sombria",Quinta
Golurk,"Terrestre, Fantasma","Investida de Pedra, Bola Sombria",Quinta
Pawniard,"Sombrio, Metal","Punho Sombrio, Investida de Pedra",Quinta
Bisharp,"Sombrio, Metal","Punho Sombrio, Investida de Pedra",Quinta
Bouffalant,"Normal","Investida, Mordida",Quinta
Rufflet,"Normal, Voador","Investida, Vento Cortante",Quinta
Braviary,"Normal, Voador","Investida, Vento Cortante",Quinta
Vullaby,"Sombrio, Voador","Punho Sombrio, Vento Cortante",Quinta
Mandibuzz,"Sombrio, Voador","Punho Sombrio, Vento Cortante",Quinta
Heatmor,"Fogo","Chama, Investida de Fogo",Quinta
Durant,"Inseto, Metal","Investida, Agulha Dupla",Quinta
Deino,"Sombrio, Dragão","Punho Sombrio, Garra Dragônica",Quinta
Zweilous,"Sombrio, Dragão","Punho Sombrio, Garra Dragônica",Quinta
Hydreigon,"Sombrio, Dragão","Punho Sombrio, Garra Dragônica",Quinta
Larvesta,"Inseto, Fogo","Investida, Chama",Quinta
Volcarona,"Inseto, Fogo","Investida, Chama",Quinta
Cobalion,"Metal, Lutador","Investida de Pedra, Soco Dinâmico",Quinta
Terrakion,"Pedra, Lutador","Investida de Pedra, Soco Dinâmico",Quinta
Virizion,"Planta, Lutador","Investida, Soco Dinâmico",Quinta
Tornadus,"Voador","Investida, Vento Cortante",Quinta
Thundurus,"Elétrico, Voador","Raio Veloz, Vento Cortante",Quinta
Reshiram,"Dragão, Fogo","Garra Dragônica, Chama",Quinta
Zekrom,"Dragão, Elétrico","Garra Dragônica, Raio Veloz",Quinta
Landorus,"Terrestre, Voador","Investida de Pedra, Vento Cortante",Quinta
Kyurem,"Dragão, Gelo","Garra Dragônica, Raio de Gelo",Quinta
Keldeo,"Água, Lutador","Surf, Soco Dinâmico",Quinta
Meloetta,"Normal, Psíquico","Investida, Confusão",Quinta
Genesect,"Inseto, Metal","Investida, Agulha Dupla",Quinta
Chespin,"Planta","Investida, Raio Solar",Sexta
Quilladin,"Planta","Investida, Raio Solar",Sexta
Chesnaught,"Planta, Lutador","Investida, Soco Dinâmico",Sexta
Fennekin,"Fogo","Chama, Investida de Fogo",Sexta
Braixen,"Fogo","Chama, Investida de Fogo",Sexta
Delphox,"Fogo, Psíquico","Chama, Confusão",Sexta
Froakie,"Água","Surf, Jato de Água",Sexta
Frogadier,"Água","Surf, Jato de Água",Sexta
Greninja,"Água, Sombrio","Surf, Punho Sombrio",Sexta
Bunnelby,"Normal","Investida, Mordida",Sexta
Diggersby,"Normal, Terrestre","Investida, Terremoto",Sexta
Fletchling,"Normal, Voador","Investida, Vento Cortante",Sexta
Fletchinder,"Fogo, Voador","Chama, Vento Cortante",Sexta
Talonflame,"Fogo, Voador","Chama, Vento Cortante",Sexta
Scatterbug,"Inseto","Investida, Agulha Dupla",Sexta
Spewpa,"Inseto","Investida, Agulha Dupla",Sexta
Vivillon,"Inseto, Voador","Investida, Vento Cortante",Sexta
Litleo,"Fogo, Normal","Chama, Investida",Sexta
Pyroar,"Fogo, Normal","Chama, Investida",Sexta
Flabébé,"Fada","Investida, Raio Psíquico",Sexta
Floette,"Fada","Investida, Raio Psíquico",Sexta
Florges,"Fada","Investida, Raio Psíquico",Sexta
Skiddo,"Planta","Investida, Raio Solar",Sexta
Gogoat,"Planta","Investida, Raio Solar",Sexta
Pancham,"Lutador","Soco Dinâmico, Investida",Sexta
Pangoro,"Lutador, Sombrio","Soco Dinâmico, Punho Sombrio",Sexta
Furfrou,"Normal","Investida, Mordida",Sexta
Espurr,"Psíquico","Confusão, Raio Psíquico",Sexta
Meowstic,"Psíquico","Confusão, Raio Psíquico",Sexta
Honedge,"Fantasma, Metal","Bola Sombria, Investida de Pedra",Sexta
Doublade,"Fantasma, Metal","Bola Sombria, Investida de Pedra",Sexta
Aegislash,"Fantasma, Metal","Bola Sombria, Investida de Pedra",Sexta
Spritzee,"Fada","Investida, Raio Psíquico",Sexta
Aromatisse,"Fada","Investida, Raio Psíquico",Sexta
Swirlix,"Fada","Investida, Raio Psíquico",Sexta
Slurpuff,"Fada","Investida, Raio Psíquico",Sexta
Inkay,"Sombrio, Psíquico","Punho Sombrio, Confusão",Sexta
Malamar,"Sombrio, Psíquico","Punho Sombrio, Confusão",Sexta
Binacle,"Pedra, Água","Investida de Pedra, Surf",Sexta
Barbaracle,"Pedra, Água","Investida de Pedra, Surf",Sexta
Skrelp,"Veneno, Água","Investida de Ácido, Surf",Sexta
Dragalge,"Veneno, Dragão","Investida de Ácido, Garra Dragônica",Sexta
Clauncher,"Água","Surf, Jato de Água",Sexta
Clawitzer,"Água","Surf, Jato de Água",Sexta
Helioptile,"Elétrico, Normal","Raio Veloz, Investida",Sexta
Heliolisk,"Elétrico, Normal","Raio Veloz, Investida",Sexta
Tyrunt,"Pedra, Dragão","Investida de Pedra, Garra Dragônica",Sexta
Tyrantrum,"Pedra, Dragão","Investida de Pedra, Garra Dragônica",Sexta
Amaura,"Pedra, Gelo","Investida de Pedra, Raio de Gelo",Sexta
Aurorus,"Pedra, Gelo","Investida de Pedra, Raio de Gelo",Sexta
Sylveon,"Fada","Investida, Raio Psíquico",Sexta
Hawlucha,"Lutador, Voador","Soco Dinâmico, Vento Cortante",Sexta
Dedenne,"Elétrico, Fada","Raio Veloz, Investida de Raio Psíquico",Sexta
Carbink,"Pedra, Fada","Investida de Pedra, Raio Psíquico",Sexta
Goomy,"Dragão","Garra Dragônica, Investida de Ácido",Sexta
Sliggoo,"Dragão","Garra Dragônica, Investida de Ácido",Sexta
Goodra,"Dragão","Garra Dragônica, Investida de Ácido",Sexta
Klefki,"Metal, Fada","Investida de Pedra, Raio Psíquico",Sexta
Phantump,"Fantasma, Planta","Bola Sombria, Investida de Pedra",Sexta
Trevenant,"Fantasma, Planta","Bola Sombria, Investida de Pedra",Sexta
Pumpkaboo,"Fantasma, Planta","Bola Sombria, Investida de Pedra",Sexta
Gourgeist,"Fantasma, Planta","Bola Sombria, Investida de Pedra",Sexta
Bergmite,"Gelo","Raio de Gelo, Confusão",Sexta
Avalugg,"Gelo","Raio de Gelo, Confusão",Sexta
Noibat,"Voador, Dragão","Investida, Garra Dragônica",Sexta
Noivern,"Voador, Dragão","Investida, Garra Dragônica",Sexta
Xerneas,"Fada","Investida, Raio Psíquico",Sexta
Yveltal,"Sombrio, Voador","Punho Sombrio, Vento Cortante",Sexta
Zygarde,"Terrestre, Dragão","Investida de Pedra, Garra Dragônica",Sexta
Diancie,"Pedra, Fada","Investida de Pedra, Raio Psíquico",Sexta
Hoopa,"Psíquico, Fantasma","Confusão, Bola Sombria",Sexta
Volcanion,"Fogo, Água","Chama, Surf",Sexta
Rowlet,"Planta, Voador","Investida, Vento Cortante",Sétima
Dartrix,"Planta, Voador","Investida, Vento Cortante",Sétima
Decidueye,"Planta, Fantasma","Investida, Bola Sombria",Sétima
Litten,"Fogo","Chama, Investida de Fogo",Sétima
Torracat,"Fogo","Chama, Investida de Fogo",Sétima
Incineroar,"Fogo, Sombrio","Chama, Punho Sombrio",Sétima
Popplio,"Água","Surf, Jato de Água",Sétima
Brionne,"Água","Surf, Jato de Água",Sétima
Primarina,"Água, Fada","Surf, Raio Psíquico",Sétima
Pikipek,"Normal, Voador","Investida, Vento Cortante",Sétima
Trumbeak,"Normal, Voador","Investida, Vento Cortante",Sétima
Toucannon,"Normal, Voador","Investida, Vento Cortante",Sétima
Yungoos,"Normal","Investida, Mordida",Sétima
Gumshoos,"Normal","Investida, Mordida",Sétima
Grubbin,"Inseto","Investida, Agulha Dupla",Sétima
Charjabug,"Inseto, Elétrico","Investida, Raio Veloz",Sétima
Vikavolt,"Inseto, Elétrico","Investida, Raio Veloz",Sétima
Crabrawler,"Lutador","Soco Dinâmico, Investida de Pedra",Sétima
Crabominable,"Lutador, Gelo","Soco Dinâmico, Raio de Gelo",Sétima
Oricorio,"Fogo, Voador","Chama, Vento Cortante",Sétima
Cutiefly,"Inseto, Fada","Investida, Raio Psíquico",Sétima
Ribombee,"Inseto, Fada","Investida, Raio Psíquico",Sétima
Rockruff,"Pedra","Investida de Pedra, Investida de Fogo",Sétima
Lycanroc,"Pedra","Investida de Pedra, Investida de Fogo",Sétima
Wishiwashi,"Água","Surf, Jato de Água",Sétima
Mareanie,"Veneno, Água","Investida de Ácido, Surf",Sétima
Toxapex,"Veneno, Água","Investida de Ácido, Surf",Sétima
Mudbray,"Terrestre","Investida de Pedra, Terremoto",Sétima
Mudsdale,"Terrestre","Investida de Pedra, Terremoto",Sétima
Dewpider,"Água, Inseto","Surf, Investida de Ácido",Sétima
Araquanid,"Água, Inseto","Surf, Investida de Ácido",Sétima
Fomantis,"Planta","Investida, Raio Solar",Sétima
Lurantis,"Planta","Investida, Raio Solar",Sétima
Morelull,"Planta, Venenoso","Investida, Investida de Ácido",Sétima
Shiinotic,"Planta, Venenoso","Investida, Investida de Ácido",Sétima
Salandit,"Veneno, Fogo","Investida de Ácido, Chama",Sétima
Salazzle,"Veneno, Fogo","Investida de Ácido, Chama",Sétima
Stufful,"Normal, Lutador","Investida, Soco Dinâmico",Sétima
Bewear,"Normal, Lutador","Investida, Soco Dinâmico",Sétima
Bounsweet,"Planta","Investida, Raio Solar",Sétima
Steenee,"Planta","Investida, Raio Solar",Sétima
Tsareena,"Planta","Investida, Raio Solar",Sétima
Comfey,"Fada","Investida, Raio Psíquico",Sétima
Oranguru,"Normal, Psíquico","Investida, Confusão",Sétima
Passimian,"Lutador","Soco Dinâmico, Investida",Sétima
Wimpod,"Água, Inseto","Surf, Investida de Ácido",Sétima
Golisopod,"Água, Inseto","Surf, Investida de Ácido",Sétima
Sandygast,"Fantasma, Terrestre","Bola Sombria, Terremoto",Sétima
Palossand,"Fantasma, Terrestre","Bola Sombria, Terremoto",Sétima
Pyukumuku,"Água","Surf, Jato de Água",Sétima
Type: Null,"Normal","Investida, Mordida",Sétima
Silicobra,"Terrestre","Investida de Pedra, Terremoto",Sétima
Sandaconda,"Terrestre","Investida de Pedra, Terremoto",Sétima
Minior,"Rocha, Voador","Investida de Pedra, Vento Cortante",Sétima
Komala,"Normal","Investida, Mordida",Sétima
Turtonator,"Fogo, Dragão","Chama, Garra Dragônica",Sétima
Togedemaru,"Elétrico, Aço","Raio Veloz, Investida de Pedra",Sétima
Mimikyu,"Fantasma, Fada","Bola Sombria, Raio Psíquico",Sétima
Bruxish,"Água, Psíquico","Surf, Confusão",Sétima
Drampa,"Normal, Dragão","Investida, Garra Dragônica",Sétima
Dhelmise,"Fantasma, Planta","Bola Sombria, Investida de Pedra",Sétima
Jangmo-o,"Dragão","Garra Dragônica, Investida de Pedra",Sétima
Hakamo-o,"Dragão, Lutador","Garra Dragônica, Soco Dinâmico",Sétima
Kommo-o,"Dragão, Lutador","Garra Dragônica, Soco Dinâmico",Sétima
Tapu Koko,"Elétrico, Fada","Raio Veloz, Investida de Pedra",Sétima
Tapu Lele,"Psíquico, Fada","Confusão, Raio Psíquico",Sétima
Tapu Bulu,"Planta, Fada","Investida, Raio Psíquico",Sétima
Tapu Fini,"Água, Fada","Surf, Raio Psíquico",Sétima
Cosmog,"Psíquico","Confusão, Raio Psíquico",Sétima
Cosmoem,"Psíquico","Confusão, Raio Psíquico",Sétima
Solgaleo,"Psíquico, Aço","Confusão, Investida de Pedra",Sétima
Lunala,"Psíquico, Fantasma","Confusão, Bola Sombria",Sétima
Nihilego,"Pedra, Venenoso","Investida de Pedra, Investida de Ácido",Sétima
Buzzwole,"Inseto, Lutador","Investida, Soco Dinâmico",Sétima
Pheromosa,"Inseto, Lutador","Investida, Soco Dinâmico",Sétima
Xurkitree,"Elétrico","Raio Veloz, Investida de Pedra",Sétima
Celesteela,"Aço, Voador","Investida de Pedra, Vento Cortante",Sétima
Kartana,"Planta, Aço","Investida, Investida de Pedra",Sétima
Guzzlord,"Escuro, Dragão","Punho Sombrio, Garra Dragônica",Sétima
Necrozma,"Psíquico","Confusão, Raio Psíquico",Sétima
Magearna,"Fada, Aço","Investida, Investida de Pedra",Sétima
Marshadow,"Lutador, Fantasma","Soco Dinâmico, Bola Sombria",Sétima
Poipole,"Venenoso","Investida, Investida de Ácido",Sétima
Naganadel,"Venenoso, Dragão","Investida de Ácido, Garra Dragônica",Sétima
Stakataka,"Pedra, Aço","Investida de Pedra, Investida de Pedra",Sétima
Blacephalon,"Fogo, Fantasma","Chama, Bola Sombria",Sétima
Zeraora,"Elétrico","Raio Veloz, Investida de Pedra",Sétima
Meltan,"Aço","Investida, Investida de Pedra",Sétima
Melmetal,"Aço","Investida, Investida de Pedra",Sétima
Frosmoth,"Gelo, Inseto","Raio de Gelo, Pó Congelante",Oitava
Cramorant,"Voador, Água","Surf, Bico Perfurante",Oitava
Grapploct,"Lutador","Soco Dinâmico, Tentáculo Giratório",Oitava
Sandaconda,"Terra","Terremoto, Investida de Areia",Oitava
Toxel,"Elétrico, Venenoso","Veneno Ácido, Choque do Trovão",Oitava
Duraludon,"Metal, Dragão","Corte Feroz, Garra Dragônica",Oitava
Galarian Darmanitan,"Gelo","Raio de Gelo, Investida de Fogo",Oitava
Galarian Corsola,"Fantasma","Bola Sombria, Confusão",Oitava
Galarian Weezing,"Venenoso, Fada","Gás Venenoso, Névoa Encantada",Oitava
Galarian Rapidash,"Psíquico, Fada","Confusão, Raio Psíquico",Oitava
Hattrem,"Fada, Psíquico","Raio Psíquico, Bola Sombria",Oitava
Indeedee,"Psíquico, Normal","Confusão, Desejo",Oitava
Coalossal,"Fogo, Rocha","Chama, Pedra Afiada",Oitava
Appletun,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Flapple,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Silicobra,"Terra","Investida de Areia, Terremoto",Oitava
Arrokuda,"Água","Surf, Aqua Jet",Oitava
Drednaw,"Água, Rocha","Surf, Investida de Pedra",Oitava
Eldegoss,"Planta","Raio Solar, Pó Mágico",Oitava
Boltent,"Elétrico","Raio Veloz, Choque do Trovão",Oitava
Sandacobra,"Terra","Investida de Areia, Terremoto",Oitava
Rolycoly,"Rocha","Pedra Afiada, Investida de Pedra",Oitava
Applin,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Hatenna,"Fada, Psíquico","Raio Psíquico, Bola Sombria",Oitava
Impidimp,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Morgrem,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Perrserker,"Aço","Asas de Ferro, Corte Feroz",Oitava
Copperajah,"Metal, Elétrico","Corte Feroz, Choque do Trovão",Oitava
Falinks,"Lutador","Soco Dinâmico, Investida",Oitava
Pincurchin,"Elétrico","Choque do Trovão, Esfera Aura",Oitava
Cursola,"Fantasma","Bola Sombria, Confusão",Oitava
Runerigus,"Fantasma, Terra","Bola Sombria, Terremoto",Oitava
Stonjourner,"Rocha","Pedra Afiada, Investida",Oitava
Eiscue,"Gelo","Raio de Gelo, Tumulto",Oitava
Indeedee,"Psíquico, Normal","Confusão, Desejo",Oitava
Corviknight,"Voador, Aço","Bico Perfurante, Pena Afiada",Oitava
Grimmsnarl,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Toxtricity,"Elétrico, Venenoso","Choque do Trovão, Veneno Ácido",Oitava
Boltund,"Elétrico","Raio Veloz, Choque do Trovão",Oitava
Frosmoth,"Gelo, Inseto","Raio de Gelo, Pó Congelante",Oitava
Cramorant,"Voador, Água","Surf, Bico Perfurante",Oitava
Grapploct,"Lutador","Soco Dinâmico, Tentáculo Giratório",Oitava
Sandaconda,"Terra","Terremoto, Investida de Areia",Oitava
Toxel,"Elétrico, Venenoso","Veneno Ácido, Choque do Trovão",Oitava
Duraludon,"Metal, Dragão","Corte Feroz, Garra Dragônica",Oitava
Galarian Darmanitan,"Gelo","Raio de Gelo, Investida de Fogo",Oitava
Galarian Corsola,"Fantasma","Bola Sombria, Confusão",Oitava
Galarian Weezing,"Venenoso, Fada","Gás Venenoso, Névoa Encantada",Oitava
Galarian Rapidash,"Psíquico, Fada","Confusão, Raio Psíquico",Oitava
Hattrem,"Fada, Psíquico","Raio Psíquico, Bola Sombria",Oitava
Indeedee,"Psíquico, Normal","Confusão, Desejo",Oitava
Coalossal,"Fogo, Rocha","Chama, Pedra Afiada",Oitava
Appletun,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Flapple,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Silicobra,"Terra","Investida de Areia, Terremoto",Oitava
Arrokuda,"Água","Surf, Aqua Jet",Oitava
Drednaw,"Água, Rocha","Surf, Investida de Pedra",Oitava
Eldegoss,"Planta","Raio Solar, Pó Mágico",Oitava
Boltent,"Elétrico","Raio Veloz, Choque do Trovão",Oitava
Sandacobra,"Terra","Investida de Areia, Terremoto",Oitava
Rolycoly,"Rocha","Pedra Afiada, Investida de Pedra",Oitava
Applin,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Hatenna,"Fada, Psíquico","Raio Psíquico, Bola Sombria",Oitava
Impidimp,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Morgrem,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Perrserker,"Aço","Asas de Ferro, Corte Feroz",Oitava
Copperajah,"Metal, Elétrico","Corte Feroz, Choque do Trovão",Oitava
Falinks,"Lutador","Soco Dinâmico, Investida",Oitava
Pincurchin,"Elétrico","Choque do Trovão, Esfera Aura",Oitava
Cursola,"Fantasma","Bola Sombria, Confusão",Oitava
Runerigus,"Fantasma, Terra","Bola Sombria, Terremoto",Oitava
Stonjourner,"Rocha","Pedra Afiada, Investida",Oitava
Eiscue,"Gelo","Raio de Gelo, Tumulto",Oitava
Indeedee,"Psíquico, Normal","Confusão, Desejo",Oitava
Corviknight,"Voador, Aço","Bico Perfurante, Pena Afiada",Oitava
Grimmsnarl,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Toxtricity,"Elétrico, Venenoso","Choque do Trovão, Veneno Ácido",Oitava
Boltund,"Elétrico","Raio Veloz, Choque do Trovão",Oitava
Frosmoth,"Gelo, Inseto","Raio de Gelo, Pó Congelante",Oitava
Cramorant,"Voador, Água","Surf, Bico Perfurante",Oitava
Grapploct,"Lutador","Soco Dinâmico, Tentáculo Giratório",Oitava
Sandaconda,"Terra","Terremoto, Investida de Areia",Oitava
Toxel,"Elétrico, Venenoso","Veneno Ácido, Choque do Trovão",Oitava
Duraludon,"Metal, Dragão","Corte Feroz, Garra Dragônica",Oitava
Galarian Darmanitan,"Gelo","Raio de Gelo, Investida de Fogo",Oitava
Galarian Corsola,"Fantasma","Bola Sombria, Confusão",Oitava
Galarian Weezing,"Venenoso, Fada","Gás Venenoso, Névoa Encantada",Oitava
Galarian Rapidash,"Psíquico, Fada","Confusão, Raio Psíquico",Oitava
Hattrem,"Fada, Psíquico","Raio Psíquico, Bola Sombria",Oitava
Indeedee,"Psíquico, Normal","Confusão, Desejo",Oitava
Coalossal,"Fogo, Rocha","Chama, Pedra Afiada",Oitava
Appletun,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Flapple,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Silicobra,"Terra","Investida de Areia, Terremoto",Oitava
Arrokuda,"Água","Surf, Aqua Jet",Oitava
Drednaw,"Água, Rocha","Surf, Investida de Pedra",Oitava
Eldegoss,"Planta","Raio Solar, Pó Mágico",Oitava
Boltent,"Elétrico","Raio Veloz, Choque do Trovão",Oitava
Sandacobra,"Terra","Investida de Areia, Terremoto",Oitava
Rolycoly,"Rocha","Pedra Afiada, Investida de Pedra",Oitava
Applin,"Planta, Dragão","Raio Solar, Garra Dragônica",Oitava
Hatenna,"Fada, Psíquico","Raio Psíquico, Bola Sombria",Oitava
Impidimp,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Morgrem,"Noturno, Fada","Punho Sombrio, Desejo Misterioso",Oitava
Perrserker,"Aço","Asas de Ferro, Corte Feroz",Oitava
Copperajah,"Metal, Elétrico","Corte Feroz, Choque do Trovão",Oitava
Falinks,"Lutador","Soco Dinâmico, Investida",Oitava
Pincurchin,"Elétrico","Choque do Trovão, Esfera Aura",Oitava
Cursola,"Fantasma","Bola Sombria, Confusão",Oitava
Runerigus,"Fantasma, Terra","Bola Sombria, Terremoto",Oitava
Stonjourner,"Rocha","Pedra Afiada, Investida",Oitava
Eiscue,"Gelo","Raio de Gelo, Tumulto",Oitava
Indeedee,"Psíquico, Normal","Confusão, Desejo",Oitava
